NAME	BLCA_C	BRCA_C	CESC_C	COAD_C	KICH_C	KIRC_C	KIRP_C	LUAD_C	LUSC_C	OV_C	PRAD_C	READ_C	UCEC_C	BLCA_N	BRCA_N	CESC_N	COAD_N	KICH_N	KIRC_N	KIRP_N	LUAD_N	LUSC_N	PRAD_N	READ_N	UCEC_N
NKAP	391.9322	387.0966	401.2563	439.8361	404.0024	296.9993	278.2534	390.7057	373.0985	308.1001	353.8296	507.0952	279.70335	351.3655	329.2484	525.2913	304.2143	344.0575	276.82835	286.003	357.1429	347.7427	341.66825	310.0321	380.12915
NR4A3	84.232	59.6205	54.2098	50	127.38365	208.4534	34.9727	118.2876	95.2018	45.4147	148.9148	51.92535	31.4504	2154.7282	266.387	529.703	59.0737	488.7279	675.6815	960.80645	1023.8095	1362.5856	387.59615	338.996	145.52215
NRCAM	37.5244	90.16115	36.98725	32.1821	1317.94085	714.0017	766.1765	68.2249	647.2944	636.6286	126.8217	34.3303	533.5909	18.2353	91.3895	86.2191	33.4186	877.7739	887.92845	714.64835	116.8186	143.6093	77.6365	38.43335	222.51965
NRP2	450.42565	864.20565	647.64975	461.7769	389.70745	1411.5044	254.2128	1267.749	1174.5152	1194.7047	320.207	621.14655	703.7838	992.7212	1058.8737	3976.2376	589.9066	269.181	386.13665	321.909	1920.1807	2039.0341	775.39105	1527.29655	2441.77035
NRXN2	18.9695	54.41875	30.0293	53.1379	10.64845	534.9065	430.1882	27.4757	39.1156	204.9102	106.6715	83.0901	143.39815	130.555	83.4306	632.7622	131.1141	124.5073	214.93655	272.36535	25.7266	31.8631	102.56575	313.274	995.00475
NRXN3	59.00175	33.28755	4.28505	73.1328	1791.32125	149.3789	73.3854	88.5998	110.5046	81.7638	115.4993	94.92115	68.5549	139.9417	63.2264	142.5634	104.8986	51.5274	84.06965	84.9978	233.6821	217.0644	290.4038	276.91155	115.8199
NTN1	70.4789	321.089	326.0156	79.0976	3581.2331	38.8751	20.1944	195.6863	596.0452	698.2002	173.0981	73.69305	881.2263	532.0378	371.0317	643.7286	499.4331	186.1011	185.21625	216.61625	326.9028	388.1322	404.62915	853.67165	1076.365
ONECUT2	31.20015	11.9906	63.49495	60.6707	21.36065	4.8887	54.1041	26.7215	24.3987	20.7769	101.7964	53.82015	28.59455	8.5271	6.0634	2.6403	14.6221	12.3655	15.10095	10.69395	1.8567	2.3304	11.83575	10.04255	5.1142
PAG1	348.6644	246.9712	221.2419	485.6911	217.6734	1067.8957	296.7033	805.2083	324.6614	199.1061	314.6654	505.5983	169.79455	412.9412	205.6114	185.3324	1771.3718	211.9809	291.21705	219.22225	1241.5105	1307.7385	315.97575	1479.42805	165.40905
PAK3	0.4684	3.4295	0.32825	0.5559	0.3813	8.2652	1.5874	4.0821	1.4535	3.4396	5.1233	0.8565	1.5798	2.7397	66.19	6.2706	2.9488	5.8175	6.96505	5.1936	4.9383	7	31.9416	4.9933	14.6325
PCDH11X	0.5685	1.4378	0.404	0	0.69125	1.6903	0	0.9186	0.785	0.7701	3.3473	0	7.12375	3.6765	19.3871	5.6106	4.0816	7.3286	7.0053	3.70375	6.6293	3.9949	9.4036	9.9517	5.795
PCDH17	103.7977	192.9567	50.99405	105.8412	222.3205	895.0307	17.1053	310.4244	258.1869	93.9901	84.9502	137.78045	148.38715	122.178	78.1065	159.736	53.3278	144.5286	207.22805	166.8258	1082.8313	1288.1553	87.089	89.25855	292.30625
PCDHA6	3.4883	24.67745	2.75685	3.8645	7.94155	35.917	23.9839	20.624	8.8735	14.7571	17.2734	3.19155	26.91125	6.956	55.9383	51.417	6.9826	60.2505	79.1076	69.54645	24.7376	29.8098	14.85485	9.10225	58.7849
PCDHB10	64.14225	64.6616	48.456	45.1025	22.431	175.8355	97.8702	59.7381	75.4247	60.7836	107.6257	46.2076	183.9013	86.35	94.0367	200.7067	32.9703	47.1108	49.2229	49.86945	70.7831	70.133	56.15365	56.57455	214.73785
PCDHB14	159.6239	97.3914	120.43805	117.3733	46.0752	224.7791	175.9398	100.7812	146.7104	97.396	143.8992	120.54455	233.1188	191.6961	173.14	235.3357	74.4195	81.7514	93.6639	95.81455	82.5923	84.148	114.66775	73.871	290.5114
PCDHB3	13.31395	34.62165	6.8637	10.0962	12.1534	68.898	31.7092	25.5845	25.2125	32.2004	47.6689	10.06435	151.40365	33.2149	93.3293	86.9258	21.8029	87.8677	86.6548	87.12015	49.5356	45.5563	47.36095	19.4042	87.08305
PCDHB4	35.30115	76.3124	10.62255	20.227	22.3852	130.913	48.1248	47.9079	41.3832	27.5911	77.7623	21.93585	98.4345	131.9629	227.6124	286.7987	46.3974	146.6859	131.64975	122.1537	104.2373	101.7087	105.03935	68.063	290.4259
PCDHB7	35.7435	43.02185	16.77645	18.3671	13.0713	90.5874	46.6472	47.9735	43.08	29.9672	50.1856	17.6412	71.41125	99.8233	126.025	319.788	30.7317	90.0184	75.8533	68.46785	101.6155	104.9948	47.47785	49.28605	261.15555
PDGFB	412.7449	813.2589	218.5846	289.4654	359.23275	1339.8909	301.5407	406.2054	454.2276	509.0058	230.6817	327.64445	437.96645	306.1036	793.0269	704.2904	176.5766	1246.9524	875.5657	899.9116	1241.5966	1520.1199	249.8819	254.44005	594.29605
PERP	13259.8644	4707.3116	26135.66285	9280.1376	1447.22575	2274.4897	3753.5464	4896.8622	27612.4681	3796.3986	4216.6783	11778.6633	4876.4689	5307.8689	6582.0106	1859.7173	4109.3557	3046.84	2174.00605	1883.1333	2844.5378	2673.9528	6273.21285	4839.94955	2303.50775
PGF	281.11595	155.34025	300.39725	146.4893	170.80625	1428.3657	58.4615	161.682	496.5492	87.1175	71.3472	170.4613	95.86675	182.8303	172.3226	183.1683	71.6633	130.4563	98.358	109.34385	56.7237	85.4229	224.71925	59.45695	188.3807
PIK3CA	381.13355	531.5678	479.9073	269.3837	373.14055	482.9385	274.0259	367.686	792.233	456.2447	287.3429	306.0535	232.72295	474.0525	889.7813	307.7739	299.3653	387.4859	581.1778	417.92525	480.5915	490.0104	382.17605	366.6165	325.88205
PIK3CB	676.04955	1050.6515	973.86545	1032.6042	791.10395	1387.3013	1146.6437	881.0217	1002.1082	879.4207	1150.8457	1108.58385	575.028	696.793	1100.9434	583.3922	1220.1789	1284.1942	1700.48065	1397.8279	850.998	804.2578	1099.7554	1203.2674	512.27215
PIK3CG	26.77135	75.26545	25.63175	42.1607	32.6454	173.2326	36.9212	131.4295	75.0682	60.0616	21.2373	33.60475	21.21845	48.4728	103.278	31.8021	174.8072	41.0948	72.55865	41.5711	262.226	289.5	34.3607	204.7772	28.5625
PKD1	1132.8533	1374.46795	1415.44905	1394.5224	2391.9386	1552.2001	1711.2782	1272.3881	1405.0521	1441.8191	1713.8382	1335.7824	1973.2028	2198.7882	2057.1956	4721.4521	1445.5935	1140.7382	845.7953	1398.37375	1721.4096	1928.7467	2165.0641	1828.81685	3432.63565
PKD2	441.4912	528.94285	365.2991	298.094	980.8862	2488.2409	2958.5148	617.3694	603.8685	439.8734	628.7925	319.8052	529.0153	0.8293	1.0703	1.1131	0.5952	0.6461	0.67235	0.4483	0.6189	0.7629	0.77905	0.40275	1.04615
PKN2	1228.7334	1117.28635	1345.42475	1165.3418	907.96495	1227.654	946.3883	1115.5995	1185.5612	1026.8006	986.6768	1184.3005	768.38605	1343.692	1698.7434	1038.2838	1330.9783	1121.8278	1310.7291	1033.98275	1141.9234	1127.3609	1227.3775	1503.12345	1234.4286
PKP2	390.84175	397.5651	410.3799	2559.2484	382.01715	334.0122	181.6891	182.145	432.9378	1558.4821	505.9	2248.31185	667.45745	220.4515	650.8601	185.5124	4519.2281	255.7968	330.3466	331.5975	73.9372	85.6069	661.37385	3765.806	276.499
PPFIBP1	758.90545	1180.28	1038.3162	744.6352	871.05555	2999.6127	3451.8531	758.2066	1355.9557	2220.969	854.5756	727.65145	763.69215	1445.5139	1926.5458	1416.3125	550.2439	2030.8646	2347.3786	2028.9255	2171.1636	2069.1262	1285.9645	873.93845	1179.96625
PPP1R12A	1228.38105	1302.2306	1209.76875	1111.4625	1143.0155	1341.4029	900.7149	1182.4104	1416.3522	1093.9425	1525.5449	1202.0092	843.81835	2167.4419	2005.814	2884.4523	1280.7512	1049.0092	1225.20985	951.97415	1382.0207	1467.7494	2467.1572	2028.66375	2357.1023
PPP2R1A	7794.12715	6087.7457	6030.77925	6907.0664	7929.9174	6091.5008	8055.7581	5080.5664	5975.3712	6976.3943	8013.9107	6337.4073	10925.1269	7062.3907	4381.413	8192.9329	7480.4204	8036.9203	6611.6798	8080.21115	4417.3669	4742.408	7295.8476	6508.6011	7473.26685
PPP3CB	891.63985	1294.6058	784.6634	763.7993	698.24105	931.1197	795.3534	1013.0597	954.0993	987.6289	1279.0956	745.3955	902.08605	1586.8877	1681.5192	1989.3993	971.172	1215.9779	1259.9205	1108.83105	1133.7868	1148.5598	1707.47125	1425.4765	1665.25685
PREX1	553.19055	3314.01705	422.58965	523.7332	835.82475	2065.324	630.5931	925.5738	703.3708	882.3173	519.2734	525.02145	778.0135	535.497	1790.038	594.3797	784.1052	607.991	739.10605	769.57045	2468.14	2736.0335	660.1601	772.45565	510.2473
PRKCQ	26.19135	22.82565	84.54435	66.0759	32.3528	128.9389	225.6422	72.694	72.4617	251.5688	18.4011	69.9546	141.2885	56.8486	38.7597	47.1556	48.4211	549.9453	487.58175	419.03035	294.2561	283.4794	33.7582	59.6284	196.10015
PRLR	12.80425	4272.07255	49.1383	438.4134	2033.2465	154.0024	70.0357	74.3295	42.9585	38.7445	132.3631	606.499	219.61225	30.8737	2458.5383	2236.9637	459.6212	364.4133	1014.54375	1448.70665	60.4922	53.4717	138.5494	571.9921	1212.8327
PSEN1	1701.46715	2056.8844	1848.43455	2030.4721	2130.6967	1645.0286	1991.5749	2038.8087	1787.0516	1616.5735	1822.4044	1977.4724	1710.8407	1461.9178	1873.5294	1430.5689	3362.8353	1838.1962	2078.28775	1859.17385	2103.537	2076.8776	1837.78785	2862.24675	1480.78065
PTGER3	20.3836	416.3372	10.079	46.2477	13294.6448	871.6792	3.1679	21.8069	20.1501	71.2982	54.9294	42.81255	14.411	129.4534	1452.0082	6254.894	104.355	6776.6579	7523.87245	6306.8693	72.9011	46.3437	139.5823	225.7229	1696.21315
PTK2B	705.0208	578.42	987.31255	1032.9425	1695.7979	609.5837	701.4189	997.8575	1069.2723	505.097	1240.0503	922.631	522.90835	914.2743	673.9492	713.9136	2572.2086	924.4567	933.5567	1084.73975	1646.0708	1796.7877	1375.77685	2060.8061	633.391
PTK7	2586.93535	2712.8139	2804.27305	1572.9477	693.18485	593.3301	1338.6119	3609.6257	3677.0944	3842.9247	2777.49	1941.0768	5347.6288	1282.1705	1644.683	3628.7129	499.7316	1175.1471	1047.83225	1151.74515	2517.8733	2620.3947	2473.5622	486.31805	5469.20655
PTN	216.72935	158.84675	105.47735	35.4906	139.27325	206.4764	96.6363	81.7512	362.5828	317.2975	847.6929	52.7493	196.13445	655.477	2337.8924	2748.5149	208.0444	412.5995	371.74505	406.0021	305.6518	309.2248	2204.8351	469.0509	1294.63595
PTPRC	240.39585	753.6627	495.51935	414.3616	284.3877	1530.6312	410.7143	1338.3602	847.9641	380.3318	277.2574	354.67585	231.41265	595.8005	702.8266	332.0132	1062.8544	188.4431	307.084	271.8156	2795.4438	3307.7357	373.09555	1089.99125	313.7939
PTPRZ1	4.28855	8.11205	310.3497	1.7921	0.3923	0.9002	0.2297	27.8989	1909.837	1.3822	19.9307	2.14	0.9676	54.7059	294.592	7.2607	35.6374	6.554	8.704	7.86725	32.2129	53.6913	84.1424	120.3651	3.07255
RAB27A	310.6781	415.02215	486.7114	409.5064	444.0374	454.3058	181.4689	1113.3776	503.1606	311.9315	1357.3446	387.731	212.2084	654.6195	545.1014	517.0665	1206.2291	498.3005	448.8701	311.1522	1598.4043	1619.281	1661.17165	1302.1907	362.7366
RAP1A	1257.44585	1160.45485	1218.33575	1114.6266	1066.15345	1512.5081	960.9029	1403.7325	1126.7829	1158.2847	1223.1432	1170.8447	750.33285	2067.3844	1393.3329	1705.8259	2133.1186	1423.76	1577.36935	1228.7531	2089.9087	2007.7835	1689.1099	2973.9228	1222.06085
RAPGEF1	1332.564	1637.33425	1367.65965	1719.9815	3339.8748	2989.8759	1901.5974	1941.7476	2040.9835	1839.4866	1536.0581	1666.1491	1375.2331	1833.4247	2446.1596	1898.2332	2338.2763	1969.4172	2097.20535	2379.51	3485.5932	3630.4139	1658.32135	2169.4232	1964.4145
RASGRF1	20.2026	20.5685	13.47945	11.6059	3.7635	9.324	15.0317	126.1307	31.163	13.0895	6.6651	14.5605	45.56455	8.2503	17.5707	11.2211	11.1935	10.5671	15.3964	20.6416	1317.3432	1229.83	22.7758	14.3388	111.60885
RC3H2	221.47345	420.0587	288.3975	311.9891	439.6147	409.9619	180.1415	317.8294	416.7857	366.2252	264.674	368.81915	237.24845	327.7385	616.5011	152.2968	297.1181	442.3676	620.8568	484.6114	372.6813	418.8462	341.79055	345.1335	169.9952
RHOA	10351.5257	11511.64725	9883.0004	11220.403	9455.97355	8981.7949	10826.0198	11623.0325	8277.8731	12498.7379	8136.4379	11372.55615	8531.56	12479.6651	11326.4397	14098.9719	12683.8392	10387.3239	10182.3102	9084.1604	15936.4947	15777.5268	9150.34395	13405.6406	10266.8611
RND3	1274.06305	700.61935	1827.1584	906.5674	337.2467	812.0411	966.8212	587.8378	1725.8193	776.0417	456.261	996.1028	707.163	2933.9688	2626.6417	789.7527	1184.4864	590.2332	618.97195	475.7718	930.6313	978.4143	1214.96555	1190.11	1752.09085
ROCK1	1032.08745	1480.79915	935.4192	926.6666	1413.1767	1518.0872	800.7663	1276.8089	1213.4021	960.9435	1232.1766	838.84715	898.3294	1549.4418	2051.3665	1174.9117	1101.3395	1221.936	1512.78855	1205.1586	1801.9884	1917.2166	1596.49655	1329.28505	1226.5785
RORA	116.45715	314.986	236.04735	106.5271	406.88785	1118.6676	530.2594	338.9791	502.907	180.9262	302.5712	134.1944	126.98695	447.4313	607.3341	505.5517	198.0151	625.3246	821.50265	683.2474	918.5868	827.2913	399.18915	246.07085	457.7403
RREB1	819.99965	1190.4375	1067.0642	1297.4052	1205.2224	1004.4097	1071.7034	1269.0058	1223.7674	1559.2321	1095.2646	1253.03885	1324.86645	780.3799	1369.1932	461.7162	2055.0763	1041.1313	1107.50255	1288.95195	1257.0988	1204.7912	1080.3291	1701.08425	703.02365
RS1	1.9239	0.9911	1.05665	0.4943	0.7729	3.0928	6.5455	2.7559	1.1442	1.0777	1.9048	0.88265	1.1958	0.9648	1.9166	2.3102	0.7485	6.8823	6.4095	5.8557	95.8691	87.7832	1.96735	0.4741	2.99505
RUNX2	268.90015	333.99325	242.542	158.1451	33.1997	184.3487	96.9604	304.9442	329.8464	245.4844	158.1842	180.26215	98.3024	201.1952	170.6774	93.3993	147.7215	51.2904	52.5654	42.22735	117.5779	138.9076	252.0394	146.8435	76.84395
SDC4	8559.3098	5740.7083	8340.3802	5477.4552	26282.47285	6342.0861	12445.4033	9632.8785	4823.1077	4646.6944	2237.0432	6715.7281	4105.99735	6016.9863	6477.6967	2340.636	4068.7805	10529.792	10223.22495	9927.5803	15302.2652	12899.9214	3433.73585	3735.73335	2209.15475
SELE	63.29805	97.64675	22.536	41.7728	26.42405	61.5744	3.9648	25.2738	37.3269	6.3018	196.5171	53.8279	12.5803	823.1606	156.8938	266.7845	14.2535	296.5354	185.46895	152.46615	132.4759	472.3115	389.2954	31.0496	64.8763
SEMA5A	1308.6074	632.39855	156.88835	1114.2163	432.04755	1303.2612	2051.9691	294.6794	270.1597	308.5509	202.3102	1245.1711	481.34565	968.0303	2326.9841	981.9788	1586.6881	1374.8678	2535.32855	3067.65725	2991.334	2318.0169	542.71835	1511.15765	1400.7108
SIRPG	23.5494	22.6339	43.60025	25.1114	3.543	52.3562	16.7131	54.4649	39.7494	17.3128	12.7011	22.04155	26.67075	43.6081	137.0558	42.9043	59.1317	78.8025	92.87005	88.99515	808.4721	728.2576	42.44195	49.11225	36.8802
SLAMF1	12.5832	22.85695	22.9652	22.9856	1.9393	30.168	10.9398	56.265	38.4994	10.2528	10.9025	21.71645	13.00475	24.407	23.4198	9.571	75.1935	5.4666	7.69845	9.70785	46.3368	72.3898	10.9503	47.8708	9.74435
SLK	1944.11945	1752.3611	1920.40235	1548.0474	1453.41995	1698.0546	1325.4516	1711.6088	1575.3981	710.055	1388.3492	1496.0889	720.49215	3269.4663	2566.3884	1206.3604	1623.7354	1723.0079	2376.1988	1804.15395	2116.358	2077.4601	1616.9108	2076.5622	1327.04975
SMOC2	224.17445	1463.0116	123.1666	757.817	113.8119	468.9876	77.2353	367.6856	397.6036	520.1661	2042.3077	900.31375	618.1667	3530.0087	2564.3844	10228.0528	821.154	613.8243	527.7587	339.91105	407.1596	561.5534	1734.09325	1264.3356	7295.06425
SORBS1	258.70035	798.0965	124.67705	860.5558	1517.43235	1866.3038	735.8009	421.1868	175.6321	404.2048	2207.9594	1095.77075	238.93535	5116.7123	8359.0566	3942.4263	2250.6185	974.8189	1105.2908	1112.4056	1368.4654	1537.9095	6415.0823	7198.7748	2997.7751
SORBS3	1228.90635	1745.225	1506.68655	1435.3958	725.96405	2492.6009	2061.1602	1317.5803	1516.3763	1514.3492	2530.9167	1253.76555	2136.26075	1971.5077	2451.2738	4371.6172	2649.3384	2071.0318	1758.64285	2267.36805	3040.4722	3289.1061	3076.94635	2334.1908	3787.27755
SOS1	1248.03935	1214.994	1011.08745	1023.309	976.38985	1435.6995	940.8222	1150.4917	1355.7549	1647.5763	1096.7082	1082.97785	1011.54165	1559.1837	2109.1867	1299.3399	1240.8399	916.9685	1302.81905	1062.74815	1162.7119	1163.1408	1446.09575	1167.07715	1326.7065
SOS2	730.0411	1048.61955	768.77605	742.2286	2062.5101	1118.9563	985.7417	900.6455	743.9381	880.3785	910.0735	780.50265	512.4141	1071.6846	1690.536	974.9117	1435.459	1321.7418	1687.26945	1381.7953	1106.7524	1109.5381	1191.8129	1293.46895	949.1952
SOX4	3826.24745	3810.933	2147.1082	3028.9289	980.8854	1535.0422	3729.7671	4510.3123	3276.9246	4073.9681	2412.0668	3499.4562	6453.464	1043.0756	2510.5432	1720.462	1000	2702.7122	2035.89475	1586.33705	1426.6427	1350.203	1251.8569	888.5255	3745.3183
SPP1	1296.5343	2968.90005	1260.3697	1020.1655	19330.9701	25080.207	109202.6276	5920.0903	8822.1239	8319.3047	298.8915	956.3791	3069.29975	159.4776	710.6703	328.2686	136.4715	27335.4359	44652.65175	37450.04505	232.0872	339.7355	150.0145	224.9098	371.64995
SSPN	346.75145	556.2184	165.4677	190.9914	89.57165	1035.6252	377.6518	305.9019	304.5977	1148.2068	502.6549	217.4115	185.17775	1218.0925	2023.1395	1668.9769	473.301	394.334	424.4138	331.97935	453.4198	482.3035	1094.5496	993.2147	1444.9742
SSX2IP	410.20615	629.7713	785.78515	677.94	213.6107	495.0986	589.9545	331.8898	599.7903	677.5378	445.4385	744.3745	497.9986	367.8108	303.426	398.5866	350.7743	705.5301	852.1303	676.8821	231.1828	223.5861	618.60345	511.881	494.7991
STK10	794.88355	756.5488	568.0217	872.0379	417.9925	1231.0849	589.5422	777.1613	661.6843	510.7145	283.7865	811.4037	444.46055	874.4211	701.9427	463.8794	1004.0933	476.5763	464.1928	498.59385	1465.4518	1771.4173	313.58455	931.77585	439.73455
STK11	1427.40735	943.1007	1189.07615	1303.5232	1667.6986	874.4359	1046.2711	837.3206	997.67	906.2615	1261.0767	1196.75235	1496.48055	1184.4961	742.5131	1313.7766	1336.2313	1164.7275	804.66775	1148.42965	905.0783	850.0031	1048.45855	1045.2365	1494.3355
STXBP3	821.7772	943.2214	926.62735	945.2479	1219.2279	995.7903	868.0982	739.3075	686.4544	861.8974	825.1946	1070.83345	557.2957	1004.6512	1025.8672	1118.4818	1113.6118	1213.4554	1324.11315	1104.83625	817.2561	805.8104	906.0006	1339.71215	1024.31595
TEK	70.28505	213.06115	41.92535	98.8875	236.12855	782.0513	55.8633	170.037	94.3914	56.5022	166.0996	120.9009	120.6978	223.4982	853.1725	1084.4884	282.8818	1998.578	2155.01235	1671.76695	2025.6835	1932.2506	260.70445	336.1	935.82735
TESK2	203.03685	246.62435	218.0026	132	38.06575	89.33	51.1432	103.7859	206.2147	176.3788	847.3994	130.59865	93.60265	185.8824	306.034	124.4688	357.4676	112.4957	107.59445	106.283	161.7647	173.8932	790.9481	372.97825	114.80305
TGFBI	2438.52905	2508.21925	2765.95715	14390.7942	594.92665	9283.0637	2471.384	3882.9114	4556.922	3013.3982	997.6172	18473.92685	2153.1006	873.4214	780.4526	1282.8383	142.4148	257.8373	187.02465	177.7854	439.2439	564.8542	2281.7707	241.9488	1068.1542
THBS4	10.06545	567.485	14.3432	20.5327	146.6738	44.5831	17.7061	47.5017	30.9626	107.5901	972.4598	32.3824	148.08895	21.2483	782.7171	245.6477	244.1343	32.9547	28.2356	39.2493	37.9302	36.6824	241.57455	1505.8665	336.0791
TNFAIP6	49.7233	199.2347	31.75465	53.4232	6.163	776.5839	356.9785	81.0356	163.6174	59.4106	4.3392	51.69845	13.5721	128.0148	115.566	18.1518	21.2665	5.1527	4.28605	5.0199	64.3165	86	4.49115	49.0642	12.24855
TNFRSF12A	1323.30955	769.3696	1524.9076	1079.9327	867.3413	1477.1564	6278.9522	1519.1239	885.4278	1384.4805	225.4324	1023.1457	792.5631	662.0186	368.2917	505.6106	145.5411	2231.7618	895.7655	1181.098	905.1205	887.7634	329.44605	202.48745	362.87355
TNFSF11	10.56685	13.81805	12.04955	48.1943	0.36345	3.3104	1.4026	16.7048	18.0472	3.0174	0.885	67.26555	9.4375	8.3037	4.0161	0.3534	22.1891	1.8486	1.72235	1.43815	2.1572	2.6464	1.9319	38.01315	1.40645
TNFSF18	0.29265	0.98215	0.50325	0.8703	0.3355	1.9417	0.4386	2.2556	3.4033	0.9149	0.3575	1.30975	0	0.4219	0.9488	0	0.8019	1.207	1.47305	1.23425	1.7689	2.4346	0.43315	0.17595	0
TNFSF8	8.30435	37.6884	8.31375	10.7502	8.3769	72.7273	20.6654	43.7573	25.2125	34.1024	9.9228	9.91545	9.9161	22.128	31.3456	13.2013	28.7795	11.5566	13.55515	9.98595	56.516	70.7893	9.45	51.07415	9.2379
TNN	4.6634	113.3056	5.06205	5.3286	3.63675	15.6463	1.8833	7.9326	7.2202	3.942	6.429	5.87025	3.9274	40.3584	49.7764	32.4455	9.0016	56.9812	47.9453	67.2199	17.1356	22.56	20.07625	11.4954	30.86755
TNR	0	0.9211	0	0.2867	0	0.4484	0	0.5774	0.3653	0	0	0.3718	0	512.4394	798.5294	702.2399	289.1915	354.1101	427.63415	445.7356	483.8264	518.657	627.6374	303.0953	685.18975
TRIP6	1987.17225	1108.39475	1962.35005	1285.666	740.14515	1562.6294	2758.3276	1401.2782	1806.1005	1914.0625	597.7742	1030.70595	1654.57115	1894.4606	1087.5217	2824.7525	652.06	2133.6505	1478.82725	2169.52865	1084.9673	1141.5653	1298.4577	702.4961	2274.98985
TRPM7	700.50505	968.12315	774.5747	806.2655	1223.2589	956.7589	731.2404	723.8659	1024.8112	613.0298	835.3758	795.32925	560.765	752.5326	1314.6661	915.5477	924.0993	1512.6966	1585.925	1507.7168	840.6408	858	956.24985	1057.0661	776.15825
TSTA3	2199.31735	1948.3265	2090.67585	2906.6339	838.25065	680.2721	1180.9426	1950.5247	1570.0935	2599.8871	2288.4271	2772.5901	2924.04265	923.2877	601.3788	687.1287	1541.2515	768.4947	626.0745	789.8883	812.9215	907.1722	1347.85525	1636.04945	792.45785
VCAN	1760.31225	7286.28225	542.134	1648.2036	199.1248	5941.873	7928.5714	3699.5215	3216.2605	1293.4783	500.8698	2024.4283	1574.6868	1592.9615	2486.6283	2036.3036	686.8432	730.7946	1004.13435	628.7977	1514.3072	1943.5347	777.1342	1035.25675	1970.02025
VCL	3213.14445	3438.11575	3124.2331	3564.6435	2501.0123	3148.0344	2168.6306	2832.5211	3448.9878	5258.4795	3007.7369	3385.01635	2788.4025	8155.0685	6146.2779	7376.6784	4548.7588	4808.9432	5187.60075	4081.63885	4516.0588	4851.1386	7295.4478	7568.38095	7039.2162
VEGFA	3785.7699	1752.18485	3408.07105	3102.4499	5010.9039	31532.841	915.1649	4628.7242	3823.1792	3988.2172	3058.5322	3129.628	2789.99575	2905.8824	1245.4128	4768.9046	1241.5507	2858.2381	2859.0328	3196.67975	4795.5579	4090.5572	5446.66475	946.58215	2757.6215
VEZT	1098.0546	1497.838	1074.84745	1043.4009	892.55265	1243.2335	927.5081	1826.1194	1477.8417	978.5348	1201.8765	1039.35325	878.0763	1082.6959	1319.3277	1092.5795	1016.128	1031.9367	1055.3216	866.8944	1420.6418	1421.9458	1218.59615	1166.76255	1138.40805
VNN1	10.363	24.99145	52.6357	62.341	7.91035	193.288	157.2301	55.7769	43.5827	54.3681	11.7332	74.4541	62.7036	15.329	45.8296	17.8218	30.7359	66.0486	481.9964	612.64215	71.6312	63.0537	11.3592	50.30365	46.54485
VWF	2086.3216	2869.5892	1468.01485	1916.6941	6012.2301	23242.0648	1697.1949	3527.9188	2230.2873	1574.4062	2665.9039	2064.9295	3220.2026	5372.9804	12984.0401	14442.7562	2675.8168	1433.9167	1965.0358	1286.29825	17495.1622	23328.6242	3068.68095	3028.1955	5839.62175
WISP1	61.2921	242.58735	43.29775	101.0857	99.10505	140.0159	24.2798	143.8083	199.0632	114.8459	25.731	85.11135	37.0782	41.3056	20.6825	223.1666	13.4192	175.2335	161.065	113.10855	34.0426	57.0228	46.2329	27.24225	168.5784
WISP3	12.47855	2.8742	1.3035	1.1957	0	0.8974	5.4675	1.0897	2.6741	71.5116	1.387	1.2611	1.9641	1.333	33.5852	2.1933	0.4039	25.0453	24.3742	27.5945	0.7298	0.6658	8.4363	0.34065	2.9063
XIAP	1342.5474	1564.03815	1323.2207	1637.111	1891.1709	1334.214	1128.3477	1717.8465	1291.5639	1027.4262	1499.3711	1735.7427	1278.767	1261.1765	1579.1304	1267.4912	1834.6957	1648.1985	1912.9206	1645.16015	1567.484	1404.5872	1549.93945	1741.2607	1169.3149
ZBTB16	4.7082	15.7101	2.0147	3.1746	77.72935	156.1562	61.1961	26.6988	6.4134	19.1471	394.5652	3.93215	2.7475	141.1633	407.9685	348.1837	49.613	189.2708	157.32725	176.26265	380.9524	328.0596	300.28545	76.2461	146.0299
