NAME	BLCA_C	BRCA_C	CESC_C	COAD_C	KICH_C	KIRC_C	KIRP_C	LUAD_C	LUSC_C	OV_C	PRAD_C	READ_C	UCEC_C	BLCA_N	BRCA_N	CESC_N	COAD_N	KICH_N	KIRC_N	KIRP_N	LUAD_N	LUSC_N	PRAD_N	READ_N	UCEC_N
CAV2	1091.21865	469.78325	1339.9315	296.9231	3683.98405	3461.6977	1853.0292	1379.9232	2075.7576	468.3544	381.8603	311.81695	234.10375	2084.9089	3610.9898	2401.645	379.4896	860.2967	785.90695	649.0601	8987.1383	7531.7599	1077.51725	692.26485	1125.2987
CCAR1	1449.4873	1610.566	1457.567	1485.3964	768.06015	962.5944	941.5635	1253.3333	1315.5017	975.2066	1172.296	1575.67145	1271.2496	1066.5702	1166.2722	829.682	911.8477	950.1144	1045.3926	905.5676	826.2417	823.6111	1097.64575	908.8564	969.043
CCL8	21.40355	43.11045	23.3716	15.0721	19.0154	41.6305	5.2767	48.7665	41.6329	72.4878	4.5033	12.235	15.5386	64.6575	99.6492	8.5809	176.5996	39.1917	41.16945	34.55175	42.5532	57.3163	4.13575	62.61905	14.2225
CCND1	4269.9049	7898.4581	1043.3191	4867.064	4397.92805	17139.1928	2533.2567	5574.0929	3563.3862	3262.9851	4709.9543	5088.0704	3752.71675	3151.7715	4745.554	1080.6964	1595.9405	3352.8182	3666.6139	3495.2871	6576.6628	6257.2774	5538.0564	1966.4978	1493.61225
CCND3	1461.00165	1201.32205	1318.7372	1205.5287	463.2392	1470.8543	1307.8721	2217.9298	1206.1538	1886.3863	1010.716	1204.8367	999.32845	1428.3647	1612.2735	1735.9736	1712.7237	1286.288	1036.9578	1126.62255	3972.8814	3919.2968	1284.8823	1575.44915	1241.9452
CD160	7.5529	11.4332	11.8729	5.7348	9.7929	24.1868	13.4262	11.9403	7.4291	11.2835	7.4924	5.64175	14.25395	16.7845	20.2122	23.5778	41.3331	5.7501	6.0194	6.7291	26.181	27.7261	10.6711	20.33585	16.8416
CD33	21.088	58.447	24.6113	21.3737	19.3578	121.9897	73.5673	101.2236	56.2842	56.4516	19.9726	19.1582	30.13355	46.3	75.0529	23.0295	72.2071	18.6271	26.0305	20.33055	301.357	333.3537	24.1041	54.87075	25.0285
CD38	18.9655	22.5894	52.5701	27.5165	4.9463	39.3419	11.9003	169.6429	131.9011	47.8544	255.7529	25.9594	26.4163	11.3736	27.2681	8.9109	103.3875	11.9453	12.49545	10.61025	177.2991	184.7606	977.16835	83.178	12.6487
CD46	5332.66525	6886.75465	4958.6871	9058.0672	7435.50015	5457.9215	4411.7647	9522.0035	5168.3787	3414.474	7050.5534	10341.0447	3301.8027	4081.6327	5877.4136	2493.9929	4731.0916	8781.857	8122.30115	6652.8497	6565.1781	6355.1987	8556.8109	4844.58615	3297.42485
CD81	8968.9545	9778.34195	6045.8772	7882.6993	11841.02465	14508.7651	12972.075	10705.8051	8694.7391	15233.28	13527.4871	8199.90255	17010.0148	19410.7774	13312.5198	34076.4907	5989.6285	12514.1823	11191.82085	12968.56355	18876.5576	19602.298	17707.7391	9228.7294	27953.40185
CD86	122.73725	221.277	147.98005	106.0662	68.32975	331.1662	175.3882	356.2531	263.7584	218.0958	60.472	96.1625	85.2238	151.9422	135.0142	65.3465	183.0042	41.7385	54.0756	37.9298	695.0836	750.1083	58.50775	229.2563	55.4874
CD9	10262.3475	7816.1598	11554.7155	11325.7485	21276.1424	3985.7967	3431.5642	6483.4378	19168.5982	12400.8767	11390.4052	11304.8737	6098.16505	1221.9902	1626.6603	3025.4125	798.6568	1468.9746	1705.9636	1766.58535	1781.5126	1875	1343.0444	989.10465	2257.21545
CDC14A	131.333	133.6838	102.1063	117.0771	396.2539	202.4387	111.5998	136.4653	151.2071	224.5064	424.3036	122.14955	186.3702	172.2175	385.5944	180.8581	468.3456	302.5396	367.2441	355.43785	329.1969	340.957	422.40935	417.4859	272.02735
CDC25B	1277.575	971.1103	3052.62035	2983.4025	486.15185	772.9715	743.5587	1955.4226	2413.1669	1579.3235	325.1418	2932.89095	1287.56575	903.207	574.9837	1217.3145	709.5808	650.9102	476.91055	521.4717	1443.9112	1469.0806	337.61375	585.02755	900.54925
CDC27	1232.55295	1444.5274	1136.75105	1139.2682	715.3991	1361.6289	966.6721	1256.205	1528.8641	926.7974	911.5049	1144.10325	883.57825	1118.9504	1564.4289	1351.2367	840.9756	980.4372	1237.5384	913.87795	1155.9322	1260.9554	1051.97285	934.37315	1237.9308
CDC7	264.7409	194.8315	646.3518	196.1853	37.91245	90.1136	91.2815	167.3922	288.4828	239.4552	42.4979	180.50175	171.2646	74.0948	66.0573	44.1696	89.7561	57.0308	48.5527	35.46485	67.5068	75.6601	43.79205	95.3301	51.3097
CDK13	987.6254	1144.22965	950.8245	1018.1818	1160.945	991.8685	977.1279	1009.4515	1103.6376	1202.692	829.0336	1128.79425	891.0288	913.9726	1139.1929	752.1452	973.5123	775.6252	908.3603	856.7346	926.5794	908.3483	805.70615	882.9311	979.87185
CDK5RAP3	2843.5109	1928.2526	2843.83695	1986.8835	1067.38915	1661.7116	3459.7642	2213.4009	1867.9354	1451.6628	2859.2479	1808.44805	2364.60635	1965.7881	1679.9161	1889.3993	1171.0226	1508.3296	1131.98575	1401.6357	1158.9792	1256.521	1812.59725	1093.24085	2166.3511
CDK6	425.30945	424.1376	636.68615	1263.8914	602.365	969.0076	996.0492	487.9707	1490.1297	482.6878	690.0826	1510.7201	292.8286	700.47	928.4705	384.0989	874.4656	1000	1290.22815	979.38455	795.8777	753.3356	677.117	1066.1246	569.4548
CDKN1B	1172.85625	1884.93775	1319.20635	1751.2478	848.89115	1538.8163	866.9433	1385.5788	1242.3488	1257.6204	1410.3953	1779.1358	665.3561	1107.2534	1764.4526	1815.5116	1563.8285	1345.06	1246.51895	1116.3143	1628.7651	1449.2386	1555.75345	1872.36695	2189.33925
CDKN2C	323.427	303.24075	1335.4719	219.2029	118.74975	525.2259	233.9708	251.7321	275.7726	433.6186	197.8627	184.79755	174.4275	268.6979	626.4274	412.3372	302.5346	175.1549	173.5216	169.213	171.3336	202.1407	202.23625	324.38275	491.99375
CDKN3	227.716	152.48195	432.54745	346.4177	25.77245	33.4428	19.1693	124.9042	280.5009	268.3222	24.7085	338.4298	192.3512	35.2941	18.7835	22.2615	134.8818	6.8915	7.65265	5.2526	12.8144	18.6074	7.68535	170.70105	20.6095
CDON	58.45975	478.8288	114.4823	89.0295	143.63825	632.6791	113.1469	179.7887	209.6649	560.8466	239.2027	111.669	145.6019	320	948.8865	1304.2403	131.496	107.8892	123.55165	120.02005	440.4181	456.3722	223.83325	525.8926	879.26875
CDV3	3023.02015	3900.6258	3758.80345	3797.3799	3998.46995	2882.0603	2719.3374	3398.9726	4418	3153.7604	2105.9273	4082.79345	2251.06335	3767.7279	4606.5065	3514.8515	3322.4342	2982.0059	3220.21025	3038.2835	4322.2322	4323.1401	1953.1561	3581.1773	2774.3253
CENPF	1738.92055	1923.7074	2801.49005	1609.8984	96.3194	217.591	109.8371	902.4896	1968.2479	1421.9695	156.8472	1665.4863	1786.6869	125.6314	211.9944	75.6184	506.499	30.6492	45.5645	31.07085	85.7366	92.7849	42.3496	497.8251	110.6642
CGRRF1	138.67815	204.9494	135.70975	125.5539	276.4563	218.2241	191.5734	186.0618	144.0824	195.2807	262.5963	114.35635	141.129	250	274.393	422.207	233.3333	315.14	322.87485	269.70905	237.0079	237.9214	301.76465	278.79375	307.05425
CHD5	1.57545	2.4	1.8809	4.2056	55.29615	1.6006	3.5497	1.7225	1.8416	1.9579	23.0164	4.0669	3.07315	14.0525	3.4423	4.6205	13.4195	28.7081	25.64555	40.3749	5.4299	6.2136	66.36125	15.6023	8.3677
CLK1	1274.0135	1327.8922	1611.2042	962.9945	797.24255	1785.1977	1587.5	1281.672	1037.0625	955.0482	1933.4422	1120.8123	1048.2837	1862.5498	2392.767	1545.8746	762.1113	1286.6483	914.79475	899.38995	1236.7237	1493.3687	1644.67875	804.6898	2330.7479
CLU	4154.1818	9689.77485	2403.78785	834.9155	12992.6544	31703.6645	83302.2556	4662.9526	3448.4096	36388.3905	5870.7627	793.38405	12134.25245	32185.2388	21803.2448	45825.9082	4489.0656	20872.8714	18205.0097	17731.36115	9884.6502	11125.29	19693.07385	9464.38425	36575.47005
CNOT6	992.02575	1335.146	1220.954	938.2934	562.19335	876.2118	725.2087	1038.7956	863.7593	850.8144	1179.016	999.65815	1154.6572	863.9706	964.4238	638.2838	863.124	735.0982	994.32855	782.2458	974.3006	949.1456	951.10845	906.9324	836.92875
COL4A3BP	688.02865	934.679	788.91095	730.3264	1818.047	1339.4207	1089.0656	932.4631	665.6977	574.08	1270.8112	753.4099	830.41075	1417.3228	1670.9902	1158.6572	1051.8684	1014.4355	1379.72715	1154.2059	1544.2217	1441.3256	1450.4061	1037.83415	1127.97735
CR2	2.8707	4.07	4.3136	18.3752	7.91135	1.5756	1.8382	99.9237	28.0091	10.5899	1.7222	11.55515	15.95755	12.6027	10.7898	2.1201	238.895	10.0381	99.64595	109.03115	7.7089	14.2361	2.3359	189.6411	8.02275
CREBBP	1645.14055	2731.0825	2070.0009	2091.0335	2493.0894	2216.5919	1888.7352	2353.7513	2325.477	3425.1302	2228.7695	2133.71645	2212.0783	2289.9118	3054.3332	2641.5842	2355.9187	1690.0994	1939.92785	2127.1258	2538.5156	2648.9297	2421.2454	2185.18185	3062.4535
CRTAM	7.3607	16.93185	16.06165	6.237	4.1394	40.468	9.2998	28.5881	19.4426	10.7713	7.1294	4.45935	8.13435	16.8443	12.5668	11.5512	14.4899	3.6755	3.25785	3.39365	78.0142	93	7.4908	15.78515	11.48025
CSE1L	3063.7318	2972.5135	3501.32065	3369.1589	1405.2598	1558.077	1230.8707	1771.2501	3503.5539	3668.2652	1810.9326	4610.05275	2349.0191	1854.2856	1960.4783	1545.2145	1315.168	1624.83	1937.96355	1587.03505	1188.6792	1251.4147	1733.8504	1581.98385	1752.7588
CSNK2A1	1446.02575	1435.0287	1260.53415	1509.617	1825.98655	1243.8529	1347.8571	1162.48	1901.7632	2232.4356	1147.626	1833.0342	1228.66295	1100	1198.6871	894.6996	1283.1822	1130.3275	1325.0025	1150.97265	832.3211	891.7415	1157.3898	1199.94945	968.5433
CTNNA1	7335.6996	9482.25645	8830.5745	9170	7508.68225	10587.2384	11439.9815	9748.909	6837.1618	7528.3353	7610.8949	8754.19085	10266.8589	8735.1664	9123.1647	7846.4702	11626.4897	10346.9744	11025.98895	10513.541	10676.295	11027.3691	7823.7762	10507.5642	7448.0747
CTNNB1	6979.11	9276.5338	6130.9098	11018.0635	4989.8977	6844.4567	4754.5198	10452.7236	8314.7012	7080.1612	7944.5609	12085.42615	6701.311	7860.3947	12225.4522	8758.3276	8368.5416	6379.2788	7793.8035	6939.87215	9303.3051	9879.1252	9330.6521	8478.1234	8534.1191
CTSH	6873.6554	2090.16175	3093.7888	2272.6914	3055.7571	2593.731	4572.2618	6657.4859	3082.0291	1365.9563	2917.1293	2173.0628	3089.269	6122.7397	1615.566	1975.2475	1225.9538	6256.9234	6607.88835	7843.4941	18539.048	19366.9126	3737.9094	1499.3877	3060.43225
CUL1	1582.13665	1515.481	1492.7635	1553.8719	1562.621	1304.8128	1220.3472	1404.0259	1769.8242	1469.7813	1302.1309	1695.10885	1446.7326	1673.0056	1582.1759	1671.6172	1240.1754	1136.0156	1087.1364	1030.76735	1372.8561	1427.7267	1525.40205	1409.34055	1534.30325
CUL2	787.1471	862.55445	787.6292	706.5463	509.95735	599.403	558.1213	686.445	828.8256	809.1151	602.3238	755.1158	653.71615	684.3836	772.3881	604.5936	653.6501	597.6869	641.6626	556.0965	599.8464	620.1117	708.057	711.59105	587.60565
CUL3	1267.43825	2055.7436	1436.97405	1658.184	1147.3657	1459.398	1357.9009	1613.4505	1555.7153	1729.4614	1687.9394	1894.92715	1499.2248	1677.8309	2015.3374	1424.7525	1809.1451	1836.8034	2172.9739	1817.8747	1540.4086	1582.109	1726.4837	1900.02635	1647.0143
DAB2	798.3434	1400.82525	354.4822	1403.9679	1384.61395	9638.2051	5988.3495	1263.7076	946.4599	850.491	747.2178	1550.66355	441.78415	2048.9939	2523.3959	2685.159	3872.8352	2513.2563	2283.33725	2675.818	2549.2859	2414.3791	1826.6921	3137.0098	2143.8257
DAB2IP	1373.00615	1057.18425	1711.4761	2042.0765	7682.3533	2072.9167	1850.6725	1147.9391	1242.7219	1683.7257	976.0377	1880.93145	1516.6183	1384.2566	2677.5039	1346.6758	1509.6188	2757.2405	7298.28525	7752.64075	3000.1026	3277.0642	575.31295	1881.16085	1721.203
DAZAP1	2915.18855	1572.66445	2787.10995	2407.1567	1621.6759	1215.6533	1603.484	1666.3525	2009.1356	1628.9694	1620.2153	2304.31575	2183.58395	1746.3395	1044.7385	1486.7987	1793.0693	1089.0133	846.97305	1023.65005	1352.8448	1300.5478	1164.84425	1885.55935	1405.9924
DCT	0	0.3252	0	0	0.8377	3.5913	1.2547	0.3546	0.4427	0.5836	0.8453	0	0	1.5504	9.3699	1.4134	0.4751	3.8075	3.1762	2.7965	1.0373	1.4886	2.2287	1.5256	2.92285
DDR2	31.83605	174.82495	16.58755	74.293	32.61905	148.3011	8.08	101.2101	82.367	152.7813	116.1366	91.11275	47.1193	421.5737	857.1211	316.2544	235.2025	113.5463	179.45	125.33755	264.7392	330.4113	329.4574	663.3478	281.3656
DDX20	375.4278	493.0603	484.0269	390.7667	199.0142	377.8878	289.354	345.845	375.7641	529.805	322.1863	412.94425	389.58245	360.8124	495.3724	369.3069	313.3541	312.4923	350.832	315.0347	384.482	372.014	339.5084	301.20855	478.0531
DERL2	626.65545	571.40875	660.81105	407.5252	476.46525	618.086	690.8905	585.0068	544.905	492.6922	826.166	384.32125	736.5529	461.7225	542.9448	586.2191	493.0321	598.8024	582.66	529.41155	430.4965	460.9767	829.53015	496.7154	571.645
DHCR24	5376.50475	14273.68685	11477.0145	5571.6827	2331.9262	2185.0788	3286.9528	12630.622	11248.5405	14299.7588	21048.8323	5317.52865	4216.58885	1473.5918	7785.3117	1124.7525	6033.1579	3304.3325	3340.0248	3423.0555	26118.4734	26506.0024	15340.9746	4241.78225	1070.6066
DICER1	1365.0858	1670.612	1522.53625	1038.0512	1329.36585	1272.4777	905.083	1227.6411	1510.9677	1001.8268	1506.1964	1047.1873	1117.6285	1731.1791	2335.889	1269.967	1194.4257	1579.8272	2012.013	1657.37815	1598.9839	1456.3308	1358.6576	1506.37545	1281.3353
DLEC1	7.3078	6.8536	4.5731	8.3724	1.6665	4.6474	17.5285	29.7691	14.3598	23.6483	12.1743	8.04905	59.30245	5.8824	27.5934	6.6007	16.9252	11.3906	6.53185	7.7682	121.1864	133.7752	20.9797	14.84675	41.8273
DLG1	1335.00355	1390.7877	1907.16925	1345.3518	1564.9195	1245.6724	1665.7534	1024.0423	2452.4989	1486.126	1151.6186	1459.41025	1113.7633	1346.8493	1649.0732	973.1449	1665.2053	1400.1841	1768.41945	1430.9606	1216.8262	1173.9806	1292.1232	1675.0762	1122.08935
DLX5	68.90175	12.74625	73.9382	2.7082	6.94365	41.561	2.7855	7.8899	231.572	19.6429	42.9004	3.2938	2550.8185	27.4662	6.8218	70.6714	1.1935	4.3468	3.29515	2.92325	1.8789	3.4722	30.71465	2.64765	676.9916
DNAJA2	1705.64175	1468.90875	1497.22695	1666.9279	2924.644	1808.7731	1758.4187	1535.153	1651.5684	1334.7076	1712.4067	1776.44115	1485.5281	1967.6865	1780.6349	1840.636	1755.6746	1843.0833	1965.77695	1684.94095	1491.4027	1459.9733	1772.4322	1820.491	1904.35635
DNAJA3	1165.27455	1443.5123	1391.2016	1925.1608	2452.4962	1109.4668	1739.6245	1223.0224	1345.5502	1267.1415	1266.1309	1929.4175	1123.15545	944.9983	887.819	930.363	1325.2818	1557.2385	1388.27015	1579.95355	708.7108	719.2522	1131.08465	1244.07295	944.7045
DOCK7	697.9934	896.94285	532.5419	726.1254	406.8243	728.536	454.5064	600.8915	743.0959	686.5134	897.3782	738.0398	564.88	919.7861	1393.3709	711.6608	756.217	641.3984	860.36625	728.8872	541.6204	591.6065	895.21955	874.86635	736.2603
DOCK8	506.68215	700.14035	339.61095	298.541	2582.906	2086.9825	1143.938	868.6493	419.3979	323.8063	407.9891	209.65655	264.03745	874.7209	1200.9519	156.2714	593.8404	638.0062	902.7597	841.90795	2115.1419	2420.2577	484.3597	608.2225	214.1757
DUSP22	583.8907	609.99425	798.1709	583.4298	475.02685	773.6049	736.7138	924.2424	701.4085	609.4282	740.4255	633.95705	614.8514	1054.8105	1084.3829	1175.9717	693.5272	709.8383	688.72875	666.87325	1195.5261	1244.0657	759.88115	871.34135	948.78375
ECD	573.782	738.6738	508.7895	509.608	353.37105	548.0292	448.6856	564.0723	549.3614	764.2835	590.8781	526.52235	565.9347	660.6414	673.236	518.3746	424.3243	637.6462	630.51355	546.41565	461.8506	494.4444	597.72575	473.12105	506.68745
EDN1	125.00825	145.1755	152.6671	334.3348	38.35965	1281.3542	133.405	385.8505	290.6178	156.8734	107.7844	446.0049	128.7927	156.6986	536.1294	368.3168	373.9352	381.3322	373.58685	215.67095	1637.0482	1583.5025	190.7996	320.11425	331.85325
EDN3	0	2.9269	0.1104	69.1709	0	0.3873	1.0234	0.4689	0	5.9916	19.9098	102.29715	61.50635	0.7915	218.4841	19.4346	1338.1737	8.0376	2.8116	4.0403	19.5243	9.7775	108.6103	1047.26475	59.3181
EFEMP1	410.16995	1338.13045	800.3027	442.9348	536.59685	1573.4807	274.7368	1900.5953	1396.8467	498.3934	835.4793	500.91385	188.11545	3058.1412	7246.5927	3468.9769	1570.9899	2201.0129	2405.59255	2159.07055	7213.1733	7345.482	2204.77905	2079.3231	3395.6328
EGR1	2595.21445	2591.39285	3036.295	2902.6757	1616.1639	5546.9484	2548.3188	3206.4422	3365.0108	4213.0001	6008.867	2722.462	2525.30965	27718.46	27269.9837	20029.061	3381.873	10865.2878	12040.93635	12481.06975	10519.2956	12772.424	7572.63395	5216.52795	13827.22575
EIF2AK1	4372.24365	5126.50905	3577.64125	4981.0141	4837.1238	3061.3583	4161.7735	5070.7094	4501.9196	4441.5942	5588.1732	5288.60625	4688.4116	2111.2824	3036.651	2095.7423	3715.5465	3323.166	3540.859	3314.3548	2600.1359	2661.0362	3599.3119	3241.73845	2452.5008
ELL3	128.78065	276.1112	206.88395	296.2284	97.79535	77.5987	104.9	179.4607	130.3864	111.6894	380.0115	250.8883	240.03475	80.1688	143.1796	103.4947	376.7576	90.2701	82.2138	86.1557	92.4887	94.5597	177.6729	412.57815	94.45345
EML1	173.26905	326.7122	101.71905	118.7699	343.29855	751.2976	489.418	210.1483	343.6197	371.6814	374.4581	171.929	291.9109	640.6298	496.9781	620.4947	320.4417	479.584	601.8913	546.396	828.5268	829.3634	477.169	1246.84695	654.50615
EPCAM	2758.29075	4397.62505	2239.2987	24929.6057	4592.3233	811.5	2602.1942	9667.5508	4220.2664	7394.0559	5766.6041	27803.98035	10549.9162	765.8989	2079.5652	153.7102	30671.9682	7813.7652	6664.39425	6031.27415	3109.9611	2922.1369	2390.0124	28567.5692	2941.0099
EPS15	1341.18205	1609.881	1136.1227	1129.7272	1453.09835	1724.4344	1189.9913	1499.3682	1214.9073	1278.3423	2227.795	1091.516	950.75265	1623.9257	2217.3913	1720.4947	1353.8548	1796.4072	1957.54525	1641.469	1995.3852	2062.1508	2269.76475	1549.2909	1634.44165
ERCC1	900.23845	917.40445	822.35585	674.3403	1050.19135	850.9229	755.9219	752.7722	982.5137	1157.3936	1237.4044	628.33355	1055.6323	771.1765	810.5526	1021.7986	599.4898	852.0427	648.0375	743.9676	618.0064	737.3062	984.14735	548.49955	1011.9037
EREG	30.7908	3.38265	10.571	587.9847	0.7199	2.7111	15.7121	38.2578	15.1393	6.8772	1.2594	1174.6971	4.75065	67.0539	12.7358	1.4134	109.4788	2.7822	3.2497	1.926	82.4468	84.94	1.9929	244.5688	0.55205
ERG	129.0195	261.75275	152.53535	113.0298	252.4331	979.657	64.3395	280.6855	215.8463	123.8239	335.5195	148.6443	178.4186	758.3213	671.0775	627.0627	453.6797	509.9578	539.0507	429.75755	504.7574	527.5	854.24595	549.13525	603.4767
ESR1	40.74015	7101.33285	273.0964	7.3677	21.0122	115.666	66.8421	117.1096	35.7302	2485.4434	209.9367	6.913	6940.48735	245.481	2779.8282	5909.2529	29.3056	152.1931	206.71405	181.0674	127.3233	119.0257	308.7523	41.673	10018.15695
EVI5	377.8147	357.57095	291.3959	387.8979	335.3954	372.7219	323.3704	469.308	363.5523	290.0741	422.5413	420.03875	299.30255	448.3965	528.0041	553.3569	395.1308	402.8356	486.38685	397.69915	782.9195	731.3451	494.86605	452.2844	480.72335
EYA1	6.02335	5.247	2.15105	3.7405	0.14355	3.0046	4.6578	15.4721	39.6096	3.5765	134.4008	9.21595	28.51405	69.0571	19.6084	0.33	3.7405	6.1656	7.59	5.8696	21.0955	19.5241	280.2544	6.75215	5.3896
FAM83D	682.5622	275.8952	1051.68255	652.9882	20.33695	89.1443	25.2036	269.3727	1057.3095	773.7533	157.3734	797.86425	339.3332	373.2057	26.1584	17.5463	294.3144	31.8432	64.9834	93.3908	45.5467	69.869	221.4965	450.6547	20.7922
FAP	237.5485	1005.872	163.46545	236.8761	10.1982	110.4972	16.4654	423.2344	446.0404	144.0849	69.4938	249.3641	121.46245	137.317	331.8198	1317.6678	12.5601	15.3339	17.23415	8.60145	98.2308	142.5	29.22055	43.9452	690.97825
FASLG	5.68405	11.7206	25.2644	9.6618	5.46495	37.1445	6.3412	19.4518	15.1707	8.1101	4.7319	8.57815	14.1271	357.5112	418.4188	546.6431	682.3576	236.251	275.5768	234.3791	702.8939	765.0643	386.33465	858.18945	463.24165
FBLN1	10444.0314	3664.69135	5750.8804	1422.1964	97.9692	425.0907	295.9184	2663.3212	4856.4292	2960.7978	4822.1635	1797.4481	13912.74555	35611.244	8085.9853	24920.462	5351.9041	1745.6246	1639.20435	1722.583	7464.9533	9870.1299	6733.09375	7179.22445	25278.8442
FBXW4	1171.81955	1220.9712	1045.40945	869.6388	1596.3708	1262.4331	1790.878	1107.6598	988.149	909.9244	2031.9872	814.6515	1946.2885	1486.0558	1427.4786	1284.4523	1174.9554	1418.4763	1262.8669	1542.9129	1667.3766	1556.5359	1615.86785	1119.8038	1462.8539
FBXW7	359.60125	368.89125	386.2245	301.797	284.8313	375.4006	290.4196	408.3538	363.4754	204.21	259.9668	296.8257	344.12195	427.3973	782.7381	354.0636	307.1429	234.1825	270.19405	226.84825	374.2331	389.2632	311.06865	333.45005	437.10415
FGF1	22.61755	219.06555	31.94045	16.5354	99.0883	94.0536	42.4818	62.4695	58.6443	36.0763	44.7395	19.8414	57.4637	80.6452	179.1539	38.9439	13.8545	52.5543	50.238	42.96245	287.9433	301	21.55485	25.8422	39.9405
FGF10	0	4.2019	0	0.9179	0	0	0	0	0	0	3.1987	1.0593	0	22.4806	1205.7818	49.3489	26.3047	1242.5677	2539.68965	2518.5766	86.164	92.3965	83.7852	59.9087	129.5211
FGF20	0	0.3162	0	0.474	0.38645	1.176	0.8167	0.5926	0	0.3028	0.3752	1.07805	1.67635	0	0.7672	0	0	0.342	0.31865	0.31925	0	0.4653	0.8792	0	1.0323
FGF21	0	0	0	0	0.39485	0	0	0	0	0.3011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF8	0.4834	0	0.4685	0.4393	0	0	0	0.5397	0.8384	0	0	0.37375	2.0161	0	0.361	0	0	0	0	0.52465	0.3894	0.3554	0	0	0.41255
FGFR1	451.28265	1942.6246	376.27765	529.8744	3048.7412	1869.8897	1834.845	935.7923	1079.1343	3267.6718	1323.2351	496.46185	3860.47925	3944.4444	4850.1543	5280.8581	999.625	1812.8011	1697.38455	1790.9255	1665.5146	1978.4982	2274.8343	1881.5621	4263.91495
FGFR2	513.85635	663.20815	612.8299	225.9868	618.20095	677.1729	605.7572	361.784	1664.5161	1579.7167	493.0176	176.26545	1572.985	1153.9808	1368.2237	1101.3201	1505.4672	1719.6815	1698.9966	1450.8358	1774.9196	1354.2659	1786.18755	1269.9895	2006.5703
FGFR3	2794.05035	311.32015	2405.91355	481.4443	8.11855	549.7107	673.0973	402.7256	1897.705	179.9866	499.406	494.86455	200	1980.0797	76.5957	194.7195	904.6795	1608.4857	901.688	1393.38545	813.5747	735.2404	457.34415	652.10645	156.67
FKTN	325.3942	561.9778	370.90665	530.9322	507.23975	563.4829	425.9928	373.6026	388.7207	489.884	500.1733	601.0426	309.14615	277.6471	507.1391	263.2509	396.6422	451.2995	527.2623	411.6475	311.4025	303.6143	446.3475	404.6314	346.86765
FLT1	629.1679	926.7901	380.74205	556.4626	1948.93395	11788.4323	358.5139	1081.993	792.8803	360.2771	662.1924	669.5527	681.80135	774.9271	1709.4197	2203.5336	449.8076	1781.6942	2949.76385	2520.44845	1663.2532	1832.6055	857.61415	475.8016	1190.3353
FLT3	2.9726	44.5059	4.88635	3.3557	0.54505	23.7724	11.549	14.0797	6.7289	2.3529	5.829	2.9428	4.9325	13.1422	25.3649	23.7624	17.9641	6.4321	19.71015	19.0859	20.8263	29.0169	8.1576	25.9134	6.3986
FN1	21565.1559	75828.86885	4772.57515	13741.7012	6736.7202	30729.9331	4305.6022	47372.9105	32613.5391	17353.0637	6097.9567	22030.2746	6028.27595	15368.3621	11034.6654	13790.2673	8626.1648	5821.3639	9818.2071	6037.78355	68572.5126	79144.9541	9671.5345	17924.8953	11994.2496
FOXC2	2.78395	8.1451	6.3824	3.9118	12.3988	95.3687	6.0373	3.9663	7.476	3.122	3.6377	6.74685	1.6484	7.0262	14.1584	9.2409	3.9019	69.2281	43.77545	53.8754	10.2708	12.677	5.18885	3.27215	5.1952
FOXP1	1071.0562	1672.0865	800.37775	1188.545	2135.8173	647.3755	616.2233	1198.8848	667.2891	807.0624	2429.9321	1137.0974	738.61315	1649.8148	2041.5094	1718.8119	1497.5149	637.8046	894.42015	708.0694	2012.0482	1797.0822	2121.0907	1973.28985	1517.17415
FRK	58.9778	97.81125	98.42735	135.3437	198.5261	114.7566	122.6678	121.5017	146.5586	79.7923	75.3715	133.61585	71.37245	65.4008	87.339	11.8812	217.2867	289.7721	408.41495	325.7374	56.4759	69.281	88.5935	178.41335	15.9102
FUZ	303.1968	307.35335	252.4741	103.2113	512.3531	444.6779	582.2272	255.3557	221.2423	586.9974	361.5713	85.4279	597.8164	247.7761	277.85	376.8225	140.0709	654.8279	444.1449	637.81685	297.3179	276.7314	337.55685	169.8105	495.96965
FYN	423.97495	494.1153	315.43635	394.0328	266.23345	1362.1518	411.0921	772.1239	610.0692	747.8754	208.7766	403.03935	562.0999	1357.2603	989.4158	2213.0742	528.5714	550.2137	740.74535	792.3338	1238.6081	1420	276.9988	714.18535	1682.3687
FZD3	121.91825	141.8594	38.2102	131.4694	123.2566	84.2424	93.9679	97.8626	116.1226	395.4559	158.8761	115.4055	345.79955	145.6272	169.8448	177.2277	49.9096	147.4812	171.0297	132.0716	54.6921	60.736	235.18335	77.1492	190.6031
GAB1	321.27515	730.53785	357.66875	511.0087	385.80845	732.7869	534.8595	449.5058	462.8067	311.8664	349.1322	548.3513	323.6071	691.4725	1136.4075	1308.8339	1157.5547	765.1156	1012.71295	766.9083	1301.855	1195.0045	566.89195	1219.6224	1141.0788
GAB2	317.8867	711.392	226.07925	719.8633	2638.98375	819.4103	563.1754	816.5854	376.6667	2758.2685	292.6366	753.91645	431.71345	804.8225	1196.2311	1589.3993	1078.4945	562.7679	644.85	572.67835	2015.4531	2051.1175	426.09375	948.89615	1437.81495
