NAME	BLCA_C	BRCA_C	CESC_C	COAD_C	KICH_C	KIRC_C	KIRP_C	LUAD_C	LUSC_C	OV_C	PRAD_C	READ_C	UCEC_C	BLCA_N	BRCA_N	CESC_N	COAD_N	KICH_N	KIRC_N	KIRP_N	LUAD_N	LUSC_N	PRAD_N	READ_N	UCEC_N
ABL1	1633.5209	2111.184	1632.3022	2454.5855	2112.45355	1890.6796	2063.8655	1937.1695	1794.544	2089.306	2731.5271	2457.12525	2428.5494	4044.3836	2622.1698	5233.0033	3379.8149	1920.1409	1853.2364	2175.8226	1819.6798	2189.7233	2857.659	3234.92185	4620.0325
ADD1	4565.0973	4788.13605	2954.7964	3729.0546	5287.55625	6393.9518	6719.2536	4386.0165	3479.6574	4308.2343	5958.4383	3625.02245	4116.0328	7132.0675	6464.2363	9256.1837	6192.8429	5952.2883	6278.55255	6563.6511	6986.9281	7258.5616	7393.1625	6215.58275	6822.93085
AKT3	216.64575	422.74325	139.91405	146.0481	854.32325	1308.6473	733.4537	291.2536	362.4365	175.6528	1351.5541	178.61055	99.7959	755.6389	1173.4919	1586.5724	270.1601	1122.1345	1402.97205	967.7455	737.4825	815.2388	1523.1094	553.71745	1299.71535
ALPK1	389.53845	481.35975	422.00845	375.1475	327.22455	484.472	473.6111	503.83	361.2451	358.1346	220.5051	365.5718	422.8332	413.8233	710.3727	315.1815	405.205	334.1783	363.01615	305.9127	555.6561	554.5778	299.24025	319.492	415.7019
AMBRA1	720.43555	990.6853	667.89455	886.9081	1414.446	804.4832	868.5832	864.2937	765.9179	987.5062	872.6277	909.57035	939.07505	852.4735	940.4707	762.0462	1098.4923	837.8378	911.84065	927.7105	897.9803	866.6667	911.34005	872.7021	954.07415
APAF1	483.42545	502.32575	491.3402	773.8675	349.40015	553.3462	462.9494	556.066	373.6635	360.0278	371.514	781.8718	389.20155	341.2073	535.029	371.0247	957.5953	383.2663	396.67035	303.8442	562.6398	583.8172	400.1631	924.7144	375.7968
ARHGAP10	516.19685	231.99885	320.7635	134.3441	58.1639	444.0057	311.8761	293.3333	253.655	131.3988	435.8025	136.62955	239.4134	1023.046	583.8446	527.2085	186.2454	274.222	307.82545	308.1194	359.4771	435.608	753.4337	576.45735	653.08065
ARSB	241.84165	348.96765	212.39355	260.1253	187.7107	1268.8391	962.0053	441.6859	350.1048	228.8591	260.791	233.4889	338.0701	418.2425	260.1592	343.1095	311.7392	490.9881	867.1493	963.01285	540.1658	553.8953	301.30055	343.01025	353.37805
ASB2	45.28385	20.82535	206.1954	43.3979	7.20735	53.7507	25.2886	47.8703	86.9205	36.4912	233.8671	47.49475	103.29905	598.3562	31.0079	893.9929	382.7038	20.0069	16.738	22.95485	60.6759	61.4525	606.5122	812.8569	574.67995
ATG16L1	541.9088	916.11675	558.81005	912.9594	335.3472	707.1179	675.7164	754.2801	639.8757	582.2427	841.7213	887.12045	568.2102	644.489	675.0502	672.7915	739.0691	522.1964	473.75025	498.82255	508.4746	538.5	859.95555	776.9714	592.9778
ATG2B	510.64485	868.544	561.77165	545.0791	1116.10315	897.4455	744.2842	680.3841	638.0885	613.7835	1041.6908	543.6253	544.2844	710.2041	1328.7369	904.6205	739.5427	937.7151	1238.63655	1070.4126	918.9332	850.2538	981.42495	628.04795	956.4667
ATG4C	154.7315	180.95505	172.9579	152.3723	107.5721	237.8874	136.3751	198.9795	165.0984	178.1136	165.4029	151.46985	109.3969	161.9113	237.5496	209.571	180.2906	210.9898	242.6117	208.2134	201.4798	205.0514	174.4126	201.9898	192.11165
ATG5	773.68635	762.0687	910.9291	998.0747	579.5963	585.4562	601.0886	742.9688	994.9975	797.9862	758.5693	1072.59085	766.57935	813.1507	831.3282	880.5281	1170.6938	762.9158	813.78775	677.45405	753.8462	723.5895	977.6581	1206.30335	979.70395
BIRC2	1106.1041	1194.1652	1044.6607	970.0666	996.3301	1456.5288	1017.3847	1154.8872	1239.6166	1375.7545	1077.4399	1015.9216	843.1496	1090.4453	1545.9789	1248.7633	1211.3501	1295.8788	1338.3848	1133.1308	1173.258	1252.8302	1136.90855	1252.0317	1021.26705
BIRC3	255.78695	310.48555	456.62995	463.9229	107.6385	1891.9431	581.5385	956.77	401.8957	196.094	283.0409	416.81235	245.97045	668.4932	361.1111	279.2079	711.964	431.866	381.2003	308.5905	809.7449	1235.9648	356.6623	618.7403	276.12645
BMF	465.54905	585.01475	434.61425	333.9687	783.58655	369.1722	325.4862	900.7796	432.4182	782.8643	522.4263	342.1612	1283.37155	314.6023	344.5428	374.9175	722.4567	601.8035	534.10655	382.42095	503.2468	518.9557	437.56685	429.5074	1043.1156
BMX	5.8223	9.94635	2.6815	8.3087	6.949	20.6474	2.2482	6.9098	7.1908	1.4728	10.1394	8.83565	14.4007	68.4084	136.5331	131.0231	122.8521	14.8734	6.58805	6.18195	70.7864	91.4363	14.94865	95.8157	50.6747
BNIP1	198.4527	199.12295	204.6791	184.9446	275.3058	186.6355	157.3103	210.517	172.6619	148.6841	233.0365	165.03525	227.77925	156.2952	164.6684	189.7527	178.744	239.1604	181.9027	183.05315	161.9676	175.5137	193.938	180.08715	159.5229
BNIP3L	1621.2435	2455.5107	1835.587	1134.103	701.1788	6003.0178	2672.8519	2723.4466	2512.2309	1848.3299	1707.9979	1037.8323	1750.4635	2597.7346	3966.0077	2856.7512	1298.523	2406.4214	3068.0823	2501.4683	3645.5297	3237.0311	2687.82735	1496.7185	2777.81615
BRCA1	491.20195	341.19385	741.4246	565.2414	38.874	136.8534	141.1446	270.4079	513.691	220.8058	104.2663	585.81735	282.95665	159.0819	200.0891	83.1683	220.0882	60.7499	78.06215	62.19515	117.3228	122.7498	103.28235	281.42525	105.9625
BTK	43.0963	149.852	63.871	49.5895	57.2898	200.2549	128.2421	247.6415	138.9642	91.8916	41.7276	39.66155	40.249	108.8247	119.8113	56.477	208.5512	21.1268	28.6867	21.42105	720.0125	783.6517	38.1062	195.61715	45.39185
C5	48.07735	134.9508	130.78505	59.4313	25.04885	76.1214	73.3276	292.5756	107.9324	41.8024	161.2294	65.20025	52.1381	417.0543	519.6644	356.5371	514.7797	492.2118	536.87135	455.23785	461.4486	454.4345	524.67165	568.6795	395.3363
CASP10	382.57495	163.1127	508.22205	647.935	143.8727	645.0339	331.5789	737.3294	412.5561	448.4234	115.0702	615.48175	221.48455	352.9412	397.0246	332.1555	1293.8238	624.0653	541.80525	462.28765	829.1524	891.401	157.05205	1007.89435	366.16875
CASP2	1192.5688	1225.86295	1546.96655	1300.7571	547.8889	815.0358	920.9415	966.3807	1332.5103	1544.3584	596.785	1370.3547	1334.7394	543.667	959.0018	519.8081	853.0955	519.1969	611.7832	512.6226	702.4365	694.5823	510.83415	683.41325	802.55185
CASP8	605.0855	559.3478	589.35195	801.147	332.83475	776.4977	648.2213	841.6793	626.2415	1078.7827	393.0841	852.62485	632.6858	420.2532	531.2276	258.6572	700.4878	414.9348	443.47925	391.8795	620.3127	699.3715	325.606	564.06525	402.70565
CAV1	1668.61015	1195.74045	1330.5241	686.6841	2909.7434	5566.5914	661.3354	1690.7268	2020.6099	669.4678	1191.8412	768.86025	531.75005	5682.071	12934.4675	13190.8127	1767.4841	1161.5813	1024.4915	769.53385	31849.0292	27215.2284	3511.4419	5184.01475	4825.5836
CD38	18.9655	22.5894	52.5701	27.5165	4.9463	39.3419	11.9003	169.6429	131.9011	47.8544	255.7529	25.9594	26.4163	11.3736	27.2681	8.9109	103.3875	11.9453	12.49545	10.61025	177.2991	184.7606	977.16835	83.178	12.6487
CDH1	10243.4127	9134.4817	8922.3045	14303.2144	10884.99465	1939.4113	1496.7338	8904.4193	8710.252	5057.1973	12267.853	14260.08055	6647.0212	60.0707	12.2755	14.1914	51.9849	6.4299	9.0729	6.2472	29.1339	37.643	26.4827	120.4289	2.8334
CFLAR	695.84445	680.7925	825.864	886.5375	640.70105	1724.24	1195.1942	1601.7882	1104.7048	751.1233	656.851	862.2602	632.67035	851.2686	1268.0504	774.2574	1047.591	1280.4542	1305.82225	1162.10525	2327.0535	2501.5974	781.8156	1124.93535	472.1541
CHMP2B	1222.36835	1111.31435	922.6377	1525.3501	1190.54555	771.6942	896.9231	1102.3691	772.92	987.8155	1223.0409	1608.49625	700.47715	1367.4912	1118.0846	1449.505	2207.2601	1073.3999	1079.3391	863.04385	1184.8386	1105.5293	1469.7098	2522.6549	1125.8695
CHMP4B	5831.17735	4017.9392	4849.0788	6094.7564	3359.8667	2859.026	3738.4163	4279.4229	3658.1522	3535.8126	3406.0852	7191.1095	3730.7807	5309.4385	2612.3851	4431.0231	6836.6778	3023.2476	2530.6432	2629.98835	3062.7306	3138.3443	3518.30025	6419.14645	3590.7752
CLEC16A	671.35555	795.18955	739.99235	754.7078	1953.0445	566.3107	1154.5109	890.9922	647.961	959.1837	624.1186	741.509	835.1888	597.6845	711.4222	450.7197	927.5312	900.3105	893.03325	983.57565	1060.3583	1090.1961	643.4838	838.0488	563.59155
CLU	4154.1818	9689.77485	2403.78785	834.9155	12992.6544	31703.6645	83302.2556	4662.9526	3448.4096	36388.3905	5870.7627	793.38405	12134.25245	32185.2388	21803.2448	45825.9082	4489.0656	20872.8714	18205.0097	17731.36115	9884.6502	11125.29	19693.07385	9464.38425	36575.47005
CTNNB1	6979.11	9276.5338	6130.9098	11018.0635	4989.8977	6844.4567	4754.5198	10452.7236	8314.7012	7080.1612	7944.5609	12085.42615	6701.311	7860.3947	12225.4522	8758.3276	8368.5416	6379.2788	7793.8035	6939.87215	9303.3051	9879.1252	9330.6521	8478.1234	8534.1191
CUL1	1582.13665	1515.481	1492.7635	1553.8719	1562.621	1304.8128	1220.3472	1404.0259	1769.8242	1469.7813	1302.1309	1695.10885	1446.7326	1673.0056	1582.1759	1671.6172	1240.1754	1136.0156	1087.1364	1030.76735	1372.8561	1427.7267	1525.40205	1409.34055	1534.30325
CUL2	787.1471	862.55445	787.6292	706.5463	509.95735	599.403	558.1213	686.445	828.8256	809.1151	602.3238	755.1158	653.71615	684.3836	772.3881	604.5936	653.6501	597.6869	641.6626	556.0965	599.8464	620.1117	708.057	711.59105	587.60565
CUL3	1267.43825	2055.7436	1436.97405	1658.184	1147.3657	1459.398	1357.9009	1613.4505	1555.7153	1729.4614	1687.9394	1894.92715	1499.2248	1677.8309	2015.3374	1424.7525	1809.1451	1836.8034	2172.9739	1817.8747	1540.4086	1582.109	1726.4837	1900.02635	1647.0143
DAB2IP	1373.00615	1057.18425	1711.4761	2042.0765	7682.3533	2072.9167	1850.6725	1147.9391	1242.7219	1683.7257	976.0377	1880.93145	1516.6183	1384.2566	2677.5039	1346.6758	1509.6188	2757.2405	7298.28525	7752.64075	3000.1026	3277.0642	575.31295	1881.16085	1721.203
DAPK2	70.1122	229.0805	238.6399	440.0342	168.84625	78.8945	31.3725	283.3881	146.877	119.814	182.3682	458.37855	187.41515	116.8659	458.5843	58.4158	724.8874	105.3259	74.0466	74.96785	1431.212	1184.375	156.54705	345.2342	86.1194
DDX5	11010.3287	11696.22285	10838.7903	8453.269	7300.53845	9649.2264	10948.0131	11320.0849	10711.77	7657.0093	11554.6123	8667.7735	9946.48845	340.3101	484.0175	387.4587	269.9198	362.0007	340.0064	308.31145	329.539	353.5414	342.2	336.80405	350.07155
DIDO1	1527.724	1911.62735	1518.6705	1975.8875	2091.86085	1677.5463	1700.1287	1594.342	1497.5414	2207.955	1761.8418	2513.12985	1352.8801	1664.4895	1942.4514	1918.8119	1750.1237	1652.6524	1559.88265	1703.34325	1642.5532	1549.1771	1805.6773	1646.9545	2032.8226
DNAJC10	1639.23415	2812.33025	1630.8268	2422.8817	957.6705	2044.2531	1754.3985	2730.374	2161.3154	2793.3055	3543.9905	2530.43015	3709.84055	1359.3952	2346.8747	1806.7169	1315.4961	1921.5416	2392.64335	1767.0366	1555.8281	1654.6809	2533.38505	1683.7656	2530.5498
DNM1L	1896.9216	1594.60815	1465.49065	1431.0093	2414.0193	1271.5079	1414.8376	1170.2249	1851.1966	1716.9608	1542.3447	1477.8536	1526.8793	1689.7959	1509.9842	1372.0848	1205.6952	1698.3389	1844.93545	1517.0569	1030.8123	1114.7274	1745.03555	1392.89655	1409.1968
DSG2	3398.56105	3272.10195	3839.8278	8274.2278	15483.3995	2832.0117	3367.6991	3452.7287	6781.0379	4272.4527	2657.4533	7458.40935	2455.2457	1439.5349	4707.3799	339.9589	11767.2714	3307.421	3814.31105	3244.90835	1603.2255	1470.7018	3107.80495	10230.2055	805.1857
